Vardas                   Pavarde                    ND1       ND2       ND3       ND4       ND5       ND6       ND7       ND8       ND9      ND10      ND11      ND12      ND13      ND14      ND15      Egz.
Vardas3771           Pavarde3771                      4         1         2         9         9         6        10         4         3         6        10         1         6         6        10         9
Vardas3772           Pavarde3772                      4         1        10         7         9         5         4         7        10        10        10         5         8         7        10         3
Vardas3773           Pavarde3773                      6         6         9         8         2         1        10         1         1         5         3         7         5         4         2        10
Vardas3774           Pavarde3774                      7         1         9         8         4         6         3         2         4         3         5        10         2         1        10         2
Vardas3775           Pavarde3775                     10         4         1         6         5         8         2         1         6         7        10         2        10         9         5         4
Vardas3776           Pavarde3776                      1         6         1         4         8         4         6         4         3         1         2         2         9         3        10         5
Vardas3777           Pavarde3777                      3         3         1         3         9         5         6         7         3         1         5         1         7         1         1        10
Vardas3778           Pavarde3778                     10         9         8         7         8         1         1         2         1        10         2         8         7         9         8         4
Vardas3779           Pavarde3779                      7         3         9        10         7        10         1         4         5         9         4         8         8         9         6         1
Vardas3780           Pavarde3780                      8         1         7         9         9        10         3         8         4         5        10         8         2         6         3         1
Vardas3781           Pavarde3781                      9         3        10         3         7         2         7         8         5         3        10         6         1         9         5         8
Vardas3782           Pavarde3782                      8         9         3         9         3         6         3         7         8         4         3        10         1         1         4         4
Vardas3783           Pavarde3783                      4        10         5         2         7         8         9         8        10         9         2         7         8         9         8         1
Vardas3784           Pavarde3784                     10         8         3         1         7         7         2        10         8         7         2         7         5         2         4         6
Vardas3785           Pavarde3785                      2         8         4         5         3         8         9         7         1         8         4        10         2         6        10         7
Vardas3786           Pavarde3786                      1         3         5         3        10         8         5         5         2         4         5         6         7         3        10         4
Vardas3787           Pavarde3787                      6         3         3         2        10         4         6         6         5         2         8         3         8         8         7         2
Vardas3788           Pavarde3788                      7         1        10        10         7         4         9         1         8         5         7         9         8         2         2         7
Vardas3789           Pavarde3789                      5         5         7         4         8         9         5         9         2         5         5         5         6         5         7        10
Vardas3790           Pavarde3790                      1         8         9         5         4         9         1         9         7         6         7         5         9         7        10         8
Vardas3791           Pavarde3791                      9         4         4         5         5         4         2         3         2         9         4        10         9         1         2         9
Vardas3792           Pavarde3792                      5         8         3         9         1        10        10         7         7         5         5         7         7         3         1        10
Vardas3793           Pavarde3793                      2         1         6         2         8         7        10         4         4         8         8         4         1         3         5         3
Vardas3794           Pavarde3794                      1         4         5         7        10         7        10        10         8         4         1         3        10         8         9         3
Vardas3795           Pavarde3795                      5         2         2        10         7         1         9         4         6         6         6         4         9         7         6         4
Vardas3796           Pavarde3796                      3         4         8         3        10         1         1         5         1         5        10         3         8         3        10         4
Vardas3797           Pavarde3797                      9         5         9         7         2         1         8         1         1         1         8         3         2         4         4         8
Vardas3798           Pavarde3798                      4         3         5         9         5         8         4         6         8         4         8         3         3         5         5         8
Vardas3799           Pavarde3799                      7         2         9         8        10         7         5         3        10         7         8         4         9         7         3         3
Vardas3800           Pavarde3800                      3         6         3         7         4         4         1         4         4         9         3         9        10         3         1         1
Vardas3801           Pavarde3801                     10         9         6         2         6         8         5         7         1         8         9         1        10         9         5         2
Vardas3802           Pavarde3802                      9         9         2         2         8         1        10         2         8         2         6         8         4         8         4         4
Vardas3803           Pavarde3803                      3         8         3         9        10         8         5        10         9         6         1        10        10         1         6         7
Vardas3804           Pavarde3804                      1         6         1         5         8         3         3         8         3         8         5         8         4         2         7         7
Vardas3805           Pavarde3805                      4         7        10         3         1         2         5         9         3         1        10         4        10         4         8        10
Vardas3806           Pavarde3806                      5        10         1         9         5         3         9         2         9         7         5        10         6         1         7         5
Vardas3807           Pavarde3807                      2         3         2         1         8         5         2         3         4         9         7         9         7         6         4         8
Vardas3808           Pavarde3808                      8         8         8         6         5         2         3         4         7         2         1         7         5         9         6         4
Vardas3809           Pavarde3809                      1         8         9         9         8         1         4         6         9         2         6         7         8         1         4         6
Vardas3810           Pavarde3810                      7         5         7         3         5         2         8         7         6         6         1        10         5         2         7         6
Vardas3811           Pavarde3811                      9         7         7         2         2        10         8         3         7         7         2        10         6        10         3        10
Vardas3812           Pavarde3812                      4         5         1         3         8         9        10         1         5         2         7         9        10         5         4         9
Vardas3813           Pavarde3813                      6         7        10         9        10         4         3         3         4         1        10         1         1         6         6         7
Vardas3814           Pavarde3814                      2         7         7         2         9         1         7         6         1         9         6         8         5        10         3         1
Vardas3815           Pavarde3815                      2         1         4         9         9         3         2         3         4         3         7         6         6         5         5         8
Vardas3816           Pavarde3816                      2         6         8         6         5         6         4         3         5         8         6         4         9         9         2         8
Vardas3817           Pavarde3817                      6        10         7        10        10         8         7         6        10         4         3         9        10        10         3         6
Vardas3818           Pavarde3818                      3         2         9         4         9         7         4         8         5         8         6        10         7         2         4        10
Vardas3819           Pavarde3819                      1         9         3         9         4         7         2         3         4         2        10        10        10         8         8         1
Vardas3820           Pavarde3820                      7         6         4         2        10        10         2         8        10         9         2         6         4        10         3         6
Vardas3821           Pavarde3821                      3         4         1         7        10         4        10         6         7         6         2        10         2         1         1         3
Vardas3822           Pavarde3822                      4         4         3         1         7         8         6         6         1        10         1        10         8         8         3         1
Vardas3823           Pavarde3823                      7         5         9        10         7         9         3         4         8         7         2         4         2         6        10         8
Vardas3824           Pavarde3824                      2         5         1         3         6         6         1         2        10         3         5        10         5         5         1         9
Vardas3825           Pavarde3825                      6         9         4         2         9         3         2         6         4         8         2         7         2         6         1         6
Vardas3826           Pavarde3826                     10         3         4         4         4         3         5         4        10         5         1         3         4         4         5         1
Vardas3827           Pavarde3827                      9         1         9         4         1         5        10         7         3         9         5         5         3         3         5         8
Vardas3828           Pavarde3828                      7         4         1         8         1         2         4        10         4         3         6         9         8         4         7         1
Vardas3829           Pavarde3829                      1        10         7         8         3         6         8         1         5         7         9        10        10         7         6         4
Vardas3830           Pavarde3830                      4         8         3         8         6         5         4         4         6         6         6         2         9         9         5        10
Vardas3831           Pavarde3831                     10         1         7        10         6         4         9         9         8         6         8         3         4         3         9         3
Vardas3832           Pavarde3832                      5         2         7         3         6         1         4         7         4         3         3         7         5         7         7         3
Vardas3833           Pavarde3833                      1         7         9         7         1         5         9         4         8         3         6         6         4        10         5         8
Vardas3834           Pavarde3834                      4         1         5         6         4         6         6         7         9         2         5        10         6         2         6         6
Vardas3835           Pavarde3835                      1         1         6         3        10        10         4         4         1         3         6         5         4         9         9        10
Vardas3836           Pavarde3836                      3         1         5         7         6         1        10         2         2         6         6        10         7         9         9         5
Vardas3837           Pavarde3837                      7         9        10         8         1         2         1         1         6         8         3         5         6         9         4         3
Vardas3838           Pavarde3838                     10        10         6         9         4         7         7        10         7         7         5         1         1         4        10         7
Vardas3839           Pavarde3839                      5         8        10         1        10         5         5         7         3         6         8         4         2         4         7         2
Vardas3840           Pavarde3840                      7         2         1         1         2        10         6         5         8        10         2        10         2        10         6         3
Vardas3841           Pavarde3841                      5         9         1         3         7         6         6         2         2         3         6         6         9         4         1         3
Vardas3842           Pavarde3842                      3         9         1         2         2         4         5         2         5         4         9         8         1         5         8         3
Vardas3843           Pavarde3843                     10         4         7         9         4         9        10         5         3         3         8        10         4         5         1        10
Vardas3844           Pavarde3844                      9         4         7         2         4         9         6         3         6         6         8         8        10         5         8         4
Vardas3845           Pavarde3845                      7         2         5         9         5         2         4         5         1         6         1         9         8         3        10         7
Vardas3846           Pavarde3846                      1         6        10         9         1         5         1         3         3         6         5         4         6         5         5         3
Vardas3847           Pavarde3847                      8         6         7         3         4         8         9         8         4         5         7         8         1         6         1        10
Vardas3848           Pavarde3848                      8         4        10         7         6         3         7         9         7         2         5         4         2         5         5         7
Vardas3849           Pavarde3849                      1         4         4         5         7         7         4        10         6         1         5         7         8         5         3         7
Vardas3850           Pavarde3850                     10         7         1         7         8         3         2         6         9         4         6         2         7        10         6         9
Vardas3851           Pavarde3851                      5         1         8         1         3         9         6         8         4        10         6         5        10         7         5         8
Vardas3852           Pavarde3852                     10         1         9         7         8        10         1         9        10         8         7         2         6         8         3         1
Vardas3853           Pavarde3853                      4         8         9         9         6         5         1         5         7         9         6         8         7         4         6         3
Vardas3854           Pavarde3854                      9         1         7         2         3        10         2         3         6         3         9         3         6         6         3         7
Vardas3855           Pavarde3855                      3         2         2         5         8         8         2         8        10         9         3         7         3         4         7         5
Vardas3856           Pavarde3856                      6         8         2         4         3        10         2         8         5         6         1         8         4         3        10         5
Vardas3857           Pavarde3857                      7         6         6         4         3         6         5         9         6         6         9         4         4         6         6         4
Vardas3858           Pavarde3858                      1         6         1         5         3        10         3        10         2         4         8         7         1         5         3         7
Vardas3859           Pavarde3859                     10         9         8         5         2         5         4         2         9         3         6         5         9         4         6         3
Vardas3860           Pavarde3860                      5         4         3         9         5         1         7         9         1         6         4         3         9         2         1         8
Vardas3861           Pavarde3861                      8         2         6         6         1         8         6         7         9         7         5         7         2        10         7         8
Vardas3862           Pavarde3862                     10        10         8         9         4         1         2         6         5         4         1         6         2         5         1         9
Vardas3863           Pavarde3863                      9        10         2         4         7         1         5         1         7         2         8         1         6         3         7         1
Vardas3864           Pavarde3864                      2         1        10         6         3         1        10         6         3         2         7         4         4         4         5         9
Vardas3865           Pavarde3865                      3         6         7        10         6         2         8         2         2         3         6         4         4         3        10         7
Vardas3866           Pavarde3866                      7         8         6         9         4         2         4        10         2         9         7         8         2         4         2         4
Vardas3867           Pavarde3867                      1         1         8         2         4         2         1         6         5         5         8         4         3         9         1         1
Vardas3868           Pavarde3868                      6        10         5         2         7         9         2        10         3         8         2         5         5         7         5         4
Vardas3869           Pavarde3869                      1         9         6         5         1         3         2         8         4         2         9         7         8         3        10         5
Vardas3870           Pavarde3870                      4        10         7        10         7         8         3        10         8         8         4         6         9         9         1         6
Vardas3871           Pavarde3871                      6         6         3         7         6         9         6         4        10         8         9         8         3         3         5         3
Vardas3872           Pavarde3872                      2         5         1         3         5         1         1         3         3         3         3         7        10         3         7         6
Vardas3873           Pavarde3873                      9         1         7        10         1         2         3         3         7         5         3         1         2         4         6         2
Vardas3874           Pavarde3874                      2         7         2         8         4         3         6         4         9         2         5         6        10         8         4         3
Vardas3875           Pavarde3875                      6         9         2        10         9         4         2         8        10         6        10        10         3         1         3         8
Vardas3876           Pavarde3876                      6         6         9         8         1        10         7         8         3         7         2         9         1        10         3         3
Vardas3877           Pavarde3877                      4         5         8         4         9         9         1         7         1         6         1         7         5         9         5         4
Vardas3878           Pavarde3878                      9         4         3         5         8         6         1         3         7         1         7         2         7         3        10         8
Vardas3879           Pavarde3879                      6         5         9         7         8         3         4         5         3         3         6         8         1         2         2         2
Vardas3880           Pavarde3880                      1         3         9         3        10         2         2         7         3         5         1         6         8         4         6         5
Vardas3881           Pavarde3881                      5         5         7        10         5         9         1        10         8         1         8         2         7         9         2         4
Vardas3882           Pavarde3882                     10        10         3         7         1         7         3         3        10        10         7         9        10         5        10         9
Vardas3883           Pavarde3883                      9         8         3         6         6         7         1         7         4         5         8         8         1         5         3        10
Vardas3884           Pavarde3884                      9         2         5         1         2        10         3         6         7        10         1         9        10        10         7        10
Vardas3885           Pavarde3885                     10         3         2         4         2         4         7         5         7        10        10         8         9         8         1         4
Vardas3886           Pavarde3886                      7         6         6         5         7         1         2         1         7         5         3        10         1         5        10         4
Vardas3887           Pavarde3887                      8         1         5         9         6         1         8         6         4         1         8        10        10         5         9         1
Vardas3888           Pavarde3888                      6         8         4         6         8         2         4         6         8         4         8         1         2         2         5         5
Vardas3889           Pavarde3889                      1         3         3         1         3         2        10         2         9         9         9         9         7         6         5         6
Vardas3890           Pavarde3890                      7         9        10         2         5         8        10         3         2         5         8         8         5         5         6         7
Vardas3891           Pavarde3891                      1         1         2         2         3         5         7         4         2         6         9         5         7         3         5         4
Vardas3892           Pavarde3892                      7         5         3         4         9         9         3         6         1         8         1        10         3         3         2        10
Vardas3893           Pavarde3893                      5         5         9        10         3         8         7         2         5         4         2        10        10         4         4         7
Vardas3894           Pavarde3894                      5         8         5        10         9         8         1         7         2         9         4         5         8         3         7         8
Vardas3895           Pavarde3895                      8         6         7         3         4        10         4         7         2         6         6         6         5         6         3         2
Vardas3896           Pavarde3896                      8         6         6         7         7         8         4         1         8         8        10         1         6         5         8         7
Vardas3897           Pavarde3897                      6         7         4         4         3         8         1         9         8         2         3         1         1         4         8         9
Vardas3898           Pavarde3898                     10         5         7        10         1         2         3         3         7         4         7        10         6         8         3         7
Vardas3899           Pavarde3899                      4         6         2         9         9         9         6         5         1         7         7         8         4        10         3         3
Vardas3900           Pavarde3900                      4         2         4         1         4         7         7        10         8         7         1         6         7         3         9         2
Vardas3901           Pavarde3901                      2         5         1         9         1         1         5         1         4         4         8         9         8         6         5         2
Vardas3902           Pavarde3902                      2         8         8        10         6         8         3         3         4         4         4         8         9         4         9         8
Vardas3903           Pavarde3903                      1         7         8         8         7         3         4         8         9         9         3         8         8         2         5         4
Vardas3904           Pavarde3904                      1         2         8        10         5         3         3         8         6         6         3         5         1         8         7         5
Vardas3905           Pavarde3905                      2         3         7         6         1         1         6         9         5         1         7        10         3         1         2         8
Vardas3906           Pavarde3906                      5         5         5         9         1         3         3         3         8         1         7         7         7         1         4         8
Vardas3907           Pavarde3907                      7         7         4         2         8        10         2         6         2         2         8         4         8         4         6         1
Vardas3908           Pavarde3908                      2         7         6         3         4         5         8         7         2         1         3        10         1         3         7         1
Vardas3909           Pavarde3909                      1         3         3         1         1         7         7         3         4         6         9         7        10         3         3        10
Vardas3910           Pavarde3910                      9         1         9         5         8         6         4        10         4         8         1         8         1        10         4         5
Vardas3911           Pavarde3911                      6         6         5         8         4         2        10         5         4         8         9         6         2         7         9         2
Vardas3912           Pavarde3912                      6         9         4         3        10         7         3         9         8         2         3        10         6         1         2         9
Vardas3913           Pavarde3913                      2         9         9         5         4         4         2         9         3         3         3         5         8        10         8         1
Vardas3914           Pavarde3914                      1         9         3         6         7         4         8         4         3         6         3         1         8         6         4         1
Vardas3915           Pavarde3915                      8         5         7         2         5         7         3         9         5         9         9         2         8         9         1         8
Vardas3916           Pavarde3916                      4         2         6         8        10         1         9         5         9         9         8         2        10         3         3        10
Vardas3917           Pavarde3917                      1         7         4         7         5         8         3         5         8         2        10         1         2         4         6         8
Vardas3918           Pavarde3918                      7        10         7         5         4         4         1         6         7        10         5         8         6         9         7         4
Vardas3919           Pavarde3919                      1         4         2         3         8         3         9         3         5         8        10        10         8         3         9         6
Vardas3920           Pavarde3920                      2         5         3         8         9         5        10         8         8         5        10         7         1        10         9        10
Vardas3921           Pavarde3921                      8         2         4         5         4         8         1         6         6         6         3        10         9        10         2         1
Vardas3922           Pavarde3922                      5         8         3         2        10         6         8         3         9         3         9        10         4        10         1         9
Vardas3923           Pavarde3923                      2         2        10         8         6         4         2         6         4         6         3        10         8        10         4         9
Vardas3924           Pavarde3924                      9        10         4        10         9        10         6         5         9         8         6         9         8         8         9         1
Vardas3925           Pavarde3925                      4         4         6         2         4         7         2         6        10         9         1         2        10         2         4         8
Vardas3926           Pavarde3926                      1         4        10         9         4         6         4         3         8         6         9         3         9         8         8         9
Vardas3927           Pavarde3927                      5         4        10        10         2         2        10         2         6         8         6         6         8         2         9         1
Vardas3928           Pavarde3928                      1        10         6         6         1         1         4         3         2         7         3         9         1         2         9         4
Vardas3929           Pavarde3929                      8         3         6         8         3         7         7         2         8         1         4        10         2         9        10        10
Vardas3930           Pavarde3930                      6         9         2         1         8         6         7         8         2         4         9        10         6         9         8         2
Vardas3931           Pavarde3931                      2         1         8         1         8         5         9         2         4         6         2         1        10         2         2         6
Vardas3932           Pavarde3932                      9        10         1         5        10         1         7         8         9         3        10         9         1        10         8         7
Vardas3933           Pavarde3933                     10         9         8         1        10         3         1         1         6         6         3         9         6         8         1         3
Vardas3934           Pavarde3934                      4         7         3         1         2        10         7         8        10         8         8         4         2         9         8         8
Vardas3935           Pavarde3935                      3         5         6         2         5         5         9         3         8         5         3        10         1        10        10         7
Vardas3936           Pavarde3936                      5         5         7         9         5         3         9         8         7         8         1         8         8         4        10         4
Vardas3937           Pavarde3937                      8         5         8         6         9        10         5         5         4         8         2         2         3         4         7        10
Vardas3938           Pavarde3938                      2         3        10         4         9         7         5         3         9        10         3         3         2         1         5         6
Vardas3939           Pavarde3939                     10         1         6         1         4         2         9         8         5         8         1        10         2         6         8         3
Vardas3940           Pavarde3940                      2         5         3         3         5         5         3         4         6         8        10         1         7        10         7         4
Vardas3941           Pavarde3941                      4         2         6         1         2         8         1        10         6         8        10         4         3         7         4         1
Vardas3942           Pavarde3942                      2         6         2         8         8        10         1         5         7         3         4         3         9        10         5         3
Vardas3943           Pavarde3943                      9         6         7         2         2        10         2         5         7         8        10         2         5         1         1         5
Vardas3944           Pavarde3944                      3         8         7         6         4         7         1         1         1        10         6         7         4         6         8         2
Vardas3945           Pavarde3945                      4         1         3         8         8         9         8         9         6         6         1         3         6         1         9        10
Vardas3946           Pavarde3946                      4         5         9         5         4         7         3         7         6         4         7        10         1         7         3        10
Vardas3947           Pavarde3947                      4        10         8         5         1         8         5         8         1         9         9         8         3         3        10         2
Vardas3948           Pavarde3948                      9         5         2         8         7         6         4         4         3         9        10         3         1         5         8         5
Vardas3949           Pavarde3949                      4         6         5         5        10        10         4         7         4         3         4        10         8         3         4        10
Vardas3950           Pavarde3950                      2         3         8         9         8         7         5         3        10         2         6         6         9         8         5         7
Vardas3951           Pavarde3951                      7         2         2         4         6         5         1         3         8         8        10         7        10         1         4         1
Vardas3952           Pavarde3952                      4         2         5         8        10         7         1         2         1         3         9         6         3        10        10         7
Vardas3953           Pavarde3953                      3         4         8         8         4         7         6         5         7         2         1        10         3        10        10         8
Vardas3954           Pavarde3954                      1         3         6         8         2         9        10         5         5         3         4        10         1         4         2         8
Vardas3955           Pavarde3955                      5         5         1         1         3         6         1         3        10         2         2        10         7         2         6        10
Vardas3956           Pavarde3956                      6         3         9         9         2         7         6         3         3         3         9         9         2         2         4         6
Vardas3957           Pavarde3957                      6        10         1        10         3         7         4         4         1         1         9         3        10         6         7         8
Vardas3958           Pavarde3958                      2         7        10         6         8         6         9         8         2         6        10         1         3         8         5         3
Vardas3959           Pavarde3959                     10         5         1         6         9        10        10         4        10         3         2         6         3         8         1         2
Vardas3960           Pavarde3960                      1         5         5         7         5         7         6         3         3         3         3         5         3         8         2         8
Vardas3961           Pavarde3961                      9         7        10         6        10         9        10         3         3         3         9         7         5         6         4         3
Vardas3962           Pavarde3962                      8         3         5         8         4         4         3        10         4         7         4         7         8         9         6         9
Vardas3963           Pavarde3963                      8         6         4        10         8         5         9         8         1         3         1         3         1        10         3         2
Vardas3964           Pavarde3964                      5         5         4         6         7         6         5         2         5         1         7         4        10         3         8         4
Vardas3965           Pavarde3965                      2         3         5        10         2         6         5         8         8         3         1        10        10         9         3         9
Vardas3966           Pavarde3966                      4         5         1         8         7         3         2         9         5        10         7         9        10         7         3         3
Vardas3967           Pavarde3967                      5         4         2         1         4        10         6        10         5         6         7         6         9         2         4         1
Vardas3968           Pavarde3968                      4         1         8         1         9         2         5        10         6         8         3         9         9         1         6         8
Vardas3969           Pavarde3969                      5         5         9         6         1         3        10         4         9         4         6         6         1         8         9         7
Vardas3970           Pavarde3970                      1         9         8         1         8         6         5         2         4         2         9         1         9         1         4         4
Vardas3971           Pavarde3971                      2         3         3         2         4         2         6         6         5         6         8         1         1        10         9         6
Vardas3972           Pavarde3972                      7         3         9         5         9         2         8         9         4         1         2         4         5         6         7         4
Vardas3973           Pavarde3973                      3         6         2        10         5         7        10         5         2         6         2         7         6         5         2         7
Vardas3974           Pavarde3974                      7         9         8         4        10         3         5         1         2         1        10         4         3         2         1         4
Vardas3975           Pavarde3975                      7         7        10        10         9         9         8         5         8         2        10         8         5        10         8         1
Vardas3976           Pavarde3976                     10         2        10         6         2         7         2         7         4         8         6         1        10         2         6         9
Vardas3977           Pavarde3977                      3         6         3         5         7         6         8         6         5         3         8         8         1         4         3         4
Vardas3978           Pavarde3978                      7         7         9         7         1         4        10         3         6         3         5         2         4         7         4         7
Vardas3979           Pavarde3979                      5        10        10         8         2         4         1         3         6         4         1         8        10        10         2         5
Vardas3980           Pavarde3980                     10         1         1         1         8         3        10         3         2         4         1         6        10         4         1         2
Vardas3981           Pavarde3981                      6         8         2        10         6         4         5         5         5         4         2         2         8         5         2         9
Vardas3982           Pavarde3982                      9         7         9         7         8         6         3         4         2         6         6         4         9        10         2         7
Vardas3983           Pavarde3983                     10         7         5         1         4        10         9         7         7         2         2         7         4         8         3         9
Vardas3984           Pavarde3984                      3         7         9         3        10         7        10         3         8         5         6         4         9         6         7         4
Vardas3985           Pavarde3985                     10         6         8         9        10         8         2         3         2         9        10         6         9         9         4         7
Vardas3986           Pavarde3986                      6         4         5         9         8         9         3         5         9         5         8         6         7         3         9         4
Vardas3987           Pavarde3987                     10         7        10         8         7         5         2         9         9         5        10         3         7         2         3         2
Vardas3988           Pavarde3988                      6         1         4         5         7         8         7         6         4         5         9         9         2        10        10         2
Vardas3989           Pavarde3989                      3         2         1         7         1        10         3         1         4         6         3         9         5        10         6         3
