Pavarde                   Vardas         ND1         ND2         ND3         ND4         ND5         ND6         ND7         ND8         ND9        ND10        ND11        ND12        ND13        ND14        ND15        Egz.
Pavarde9550           Vardas9550           5           6           7           7           6           2           7           7          10           2           5          10           4          10           8          10
Pavarde9551           Vardas9551          10           1           9           9           9           8           8           3           8           7           3           6           4           9           2           3
Pavarde9552           Vardas9552           6          10           9           9           2          10           4           3           6           5           3           6           4           4           7           6
Pavarde9553           Vardas9553           2           7           9           9          10           6          10           2           3           6           8           7           9           3           3           3
Pavarde9554           Vardas9554           8           4           5           6           2           3          10           9           2           6           5           5           5           2           1           7
Pavarde9555           Vardas9555           7           2           6           4           9           3           8           6           1           3           5           9           8          10           2           1
Pavarde9556           Vardas9556           4           2           4           4           5          10           4           7           8           6           6           2           9          10           5           3
Pavarde9557           Vardas9557           4           1           3           7           9           1           1           5           4           4          10           5           4           1           8           7
Pavarde9558           Vardas9558           6           9           4           4           5           2           7           7           6           6           6           2           2          10          10           2
Pavarde9559           Vardas9559           9           3           3           5           1           9           2           4           8           5           3           2           7           9           6           8
Pavarde9560           Vardas9560           6           3          10           2           5           7           8           7           6           1           5           5           6           8           2           3
Pavarde9561           Vardas9561           8           3           2           8           3          10           3           2           8           5           5          10           6          10          10           4
Pavarde9562           Vardas9562          10           6           6           7           7           7           8           7           4           1           2           9           7           9           9           7
Pavarde9563           Vardas9563           3           6           3           6           1           3           4           7           2           5           7           5           2           2           6           5
Pavarde9564           Vardas9564           7           4           1           7           3           3           4           6           5          10           3           7           6           4           9           6
Pavarde9565           Vardas9565           9           2           3           7           1           7           6           3           4           8          10           4          10           9           7           8
Pavarde9566           Vardas9566           1           3           6           9           8           4           3           8           1           5           3           9           7          10           5           1
Pavarde9567           Vardas9567           3          10           5           6           3           5           7           8           4           8           8           8           6           5          10          10
Pavarde9568           Vardas9568           3           4           7           2          10           8          10           8           8          10           2           7           7           5          10           9
Pavarde9569           Vardas9569           5           3           5           3           1           2           9           3           3           4           9           2           5           1          10           3
Pavarde9570           Vardas9570          10           6           8          10           3           8           1           1           4           1           2           5           9           9           8           3
Pavarde9571           Vardas9571           1           6           5           5           3           8           1           7           5           3           6          10           8           8           4           4
Pavarde9572           Vardas9572           9           4           7           2          10           8           5          10           2           6           2           8           2           9           6           8
Pavarde9573           Vardas9573           1           3           3           7           1           5          10           1           6           9           5           4           9           7           4           1
Pavarde9574           Vardas9574           7           7           1           2           8          10           4           2           4           8           9           9           1           4           6           7
Pavarde9575           Vardas9575           3           2           9           5           9           8           7           1           5           2           3           9           3          10           5           8
Pavarde9576           Vardas9576           5           6           1           3           1          10           7           6           1           9           2           9           3           1           2          10
Pavarde9577           Vardas9577           9           2           7           5           7           7           3           7           6           9          10           6           9          10           7           9
Pavarde9578           Vardas9578          10           4           3           5           4          10           2          10           2           3          10           9           3           7           8           5
Pavarde9579           Vardas9579           1          10           7           6           1           3           3           5           5           4           7           8           1           8           7          10
Pavarde9580           Vardas9580           2           9           4           3           7           3           5           5           5          10           2           2           7           6           9           8
Pavarde9581           Vardas9581           4           3           7           5           1           3           9           6           8          10           5           4           9          10           1           9
Pavarde9582           Vardas9582           3           7           3           9           7          10           2           4           4          10           2           7           2           7           7           1
Pavarde9583           Vardas9583           8           1          10           1           8           6           1           7          10           7           7           4           6           5          10           9
Pavarde9584           Vardas9584           9           6           3           3           3           5           3           5           7           6           9           1           4           1           8          10
Pavarde9585           Vardas9585           7           9           6           5           8           9           5           2           2           4           5           9           6          10           8           2
Pavarde9586           Vardas9586           1           9          10           1          10           3           4           3           2           2           3           3           6           7           1           5
Pavarde9587           Vardas9587           1          10           3           2           1           2          10           8           7           8           8           9           6           1           9           6
Pavarde9588           Vardas9588           1           1           6           1           8           1           3           2           2           2          10           2           9           2           7           1
Pavarde9589           Vardas9589           5           3           5           9           8          10           4           3           3           3           2           8           4           2           7           5
Pavarde9590           Vardas9590           2           3           8           7           8           9          10           6           5           6           4           5           5           1           6           1
Pavarde9591           Vardas9591          10           4           4           4           9           2           1           4           1           3           9          10           4           3          10           5
Pavarde9592           Vardas9592           1           9           4           4           5           9           7           3           8           5           3           5           8           7           2           8
Pavarde9593           Vardas9593          10           6           4           7           6           1           4           5           3           8           4           8           2           5           1           9
Pavarde9594           Vardas9594           2           6           9          10           8           9           9           5           7          10          10           5           1          10           5           8
Pavarde9595           Vardas9595           1           9           9           1           4           9           1          10           1           2           9           3          10           4           3          10
Pavarde9596           Vardas9596          10           2           8           3           9           1           9           4           4           7           9           1           6           7           4           4
Pavarde9597           Vardas9597           5           8           7           3           5           2           5           2          10           7           2           5           2          10           3           7
Pavarde9598           Vardas9598           2           3           1           1           8           7          10           5           9          10           1           7           1           1           6           5
Pavarde9599           Vardas9599           1           6           5           8           3           4           2           7           5           2           8           5           7           7           5           1
Pavarde9600           Vardas9600           9           5           9           9           6           5           7           6           2           6           1           5          10           8           7           1
Pavarde9601           Vardas9601           8           3           3           9           9           6           3          10           8           4           7           1           7           2           4           1
Pavarde9602           Vardas9602           1           7           5           2          10           6           9           8           6           6           5           9           6           7           6           5
Pavarde9603           Vardas9603           2           5           1           3           1           7           2           3           4           7           2           2           6           5           9           6
Pavarde9604           Vardas9604           1           6           2          10           9          10           2           4           5           3           6           6           3          10           1           6
Pavarde9605           Vardas9605           5           7           4          10           9           5           8           1           4          10           3          10           2           6           9           7
Pavarde9606           Vardas9606           5           9           4           1           6           8           8           1           2           7           5           1           9           5           1          10
Pavarde9607           Vardas9607           4           3           3           5          10           2           3           2          10           4           9           7           7           2           2           8
Pavarde9608           Vardas9608           6           7           7           9           8           4           1           2           3           7           2           3           7           6           4           7
Pavarde9609           Vardas9609           3          10           5           6           4           7           1           4           5           2           5           2           7           9           4           4
Pavarde9610           Vardas9610           7           3           4           2          10           8           2           4           5           8          10           4           1           3          10           5
Pavarde9611           Vardas9611           4           7           3           5           7           9           6           1           2           2           6           1           1           1           1           7
Pavarde9612           Vardas9612          10           5          10           9           4           5           4           6           9           5           5           5           4           7           4           5
Pavarde9613           Vardas9613           1           1           3           9           3           6          10           5           1          10           2           3          10           2           8           3
Pavarde9614           Vardas9614           5           9           6           1           4          10           6           8          10           2           5           6           7          10           7           6
Pavarde9615           Vardas9615           6           4           9           5           4           1          10           4           3           6           9           3          10           7           3           5
Pavarde9616           Vardas9616          10          10           4           2           4           8           3           6           1           7           5           1           3           1           9          10
Pavarde9617           Vardas9617           4           5           6           3           2          10           1           7           3          10           6           3           2           9           8           6
Pavarde9618           Vardas9618           9           2           3           8           2           6           7           7          10           8           2           1           2           5           2           3
Pavarde9619           Vardas9619           2          10           6           1           9           9           7           3           9           7           8           9           4          10           8           7
Pavarde9620           Vardas9620           6           4           9           5          10           8           8           7           5           6          10           1           9           5           5           9
Pavarde9621           Vardas9621          10           2          10           1           2           1           9           5           7           5           9           6           6           1           5          10
Pavarde9622           Vardas9622           8           7           1           3           4           4           8           5           3           4           6           9          10           2           7           2
Pavarde9623           Vardas9623          10          10           2           1          10          10           9           4          10           1           6           4           8           9           2           7
Pavarde9624           Vardas9624           5           2           8           2           4           1           5           5           2          10           6           5           7           3           8           2
Pavarde9625           Vardas9625           8           9           1           7           7           9           3           7           7          10           5           4           3           9           3           7
Pavarde9626           Vardas9626           5           4           9          10           8           1           9           4           2           4           2           9           8           6           8           1
Pavarde9627           Vardas9627           3           7           8           8           3           8           8           6           8           1           2           2           3           6           5           7
Pavarde9628           Vardas9628           9           2           9           8           7           1           9          10           9           7           2           9           4           3          10           3
Pavarde9629           Vardas9629           6           6           1           6           8           4           4           7           7           8           1           4           4           7           7           5
Pavarde9630           Vardas9630           2           9           1           4           3           3           2           8           4           5           1           1          10           5           6           3
Pavarde9631           Vardas9631           5           3           1           4           3           8           8           9           9           5          10           5           3           4           7           3
Pavarde9632           Vardas9632           2           1           9           6           5           6           2           9           8           8           5           5           5           7           2           2
Pavarde9633           Vardas9633           3          10           5           9           6          10           3           9           4          10           6           6           6           1           3           6
Pavarde9634           Vardas9634           9           1          10           2           3           4           6           2           8           4           7          10           5           6           7           5
Pavarde9635           Vardas9635           2           9           2           1           9           6           6           1           5          10           9           7           4           8           9           7
Pavarde9636           Vardas9636           3           2           1           3           6           5           1           1          10           3           7           4           6           6           4          10
Pavarde9637           Vardas9637           8           2           7          10           5           9           9           4           6           1           8          10          10           5           8           9
Pavarde9638           Vardas9638           7           2           1           5           3           1           8           8           6           1           8           4           2          10           6           4
Pavarde9639           Vardas9639           9           7           1           8           5           2           1           8           4           6           6           6           7           7           1           4
Pavarde9640           Vardas9640           6          10           3           6           7           6           1           9           8           7           8           7           2           6           9           9
Pavarde9641           Vardas9641           8           6           7           9          10           5           4          10           1           3           1           1           4           1          10          10
Pavarde9642           Vardas9642           4           7           4           5           6           2          10           3           9           7           8           6           4          10          10          10
Pavarde9643           Vardas9643           1           4           3           7           5           8           7           2           7           3           2           7           1           2           3           9
Pavarde9644           Vardas9644           8           6           1           9           9          10           3          10           2           8           2          10           3           6           3           9
Pavarde9645           Vardas9645           6           8           5           4           3          10           1           5           8           2           5          10           2           1           4          10
Pavarde9646           Vardas9646           7           7           8           5           8           1           3           6           2           5           8           2           7          10          10           2
Pavarde9647           Vardas9647           5           3           2           6           1           9           4          10           4           6           9           6           5           9           6           1
Pavarde9648           Vardas9648           7           9           8           7           6           3           4           7           2           2           8           9           7           9           5           3
Pavarde9649           Vardas9649           4           8           6           3           7           8          10          10           6           7           4           5           3          10           7           1
Pavarde9650           Vardas9650           3           6           8           7           4           6           4           5           9           3           3           1           5           9           3           5
Pavarde9651           Vardas9651           9           7           8           5           5           2           3          10           2           7          10           9           2           7           8           5
Pavarde9652           Vardas9652           9           5           5           7           4           2           8           8           3           8           8           7          10           5           3           3
Pavarde9653           Vardas9653           6           6           9           5           2           5           8          10           9           1           8           1           7           2           5           2
Pavarde9654           Vardas9654          10           1           4           2           1           3           7           8           5           9           4           2           6          10           5           6
Pavarde9655           Vardas9655           4           7           7          10           9           6           3           1           5           3           7           1           6           1          10           5
Pavarde9656           Vardas9656          10           9          10           1           9           9           6           6           4           7           5           1           3           7           7           9
Pavarde9657           Vardas9657           2           1           8          10          10           2           8           2           8           7          10           9           7           9           3           3
Pavarde9658           Vardas9658           4           8           9          10           4           7           6           5           4           2           3          10           1           7           7           6
Pavarde9659           Vardas9659           1           4           5           2           5           4           8           4          10           8           7           1           2           7          10           4
Pavarde9660           Vardas9660           2           3           9           4           2           6           9           4           5          10           1           3           7           2           6           6
Pavarde9661           Vardas9661           2           2           9           1           5           6           2           2          10           8           9           4           6           5           8           9
Pavarde9662           Vardas9662           9           1           2           4           9           9           9          10           1           7           1           3           9           9           7           6
Pavarde9663           Vardas9663           5           8           1           4           5           4           6           3           7           8          10           4          10           5           3          10
Pavarde9664           Vardas9664           3           6           2           4          10           7           7           3           8           8           3           1          10           8           3           6
Pavarde9665           Vardas9665           7           4          10          10           5           2           2           3           5           7           6           4           4           2           4           1
Pavarde9666           Vardas9666           3           9           3           3           7           2          10           2           6           7           4           3          10           4           7           7
Pavarde9667           Vardas9667           7           6           9           6           7           6           6           8           9           7           8           8           3           4           2           9
Pavarde9668           Vardas9668           4           5           7           4           2          10           9          10           5           9           6           4           8           9           1          10
Pavarde9669           Vardas9669           8           3           2           8           5           8          10           5           5           6           3           9           3           8           1          10
Pavarde9670           Vardas9670           2           7           2           2           2           2           9           2           6           5           6           3           5          10           5          10
Pavarde9671           Vardas9671           8           1           3           1           5           6           6           4           3           4           8           4           7           9           6           6
Pavarde9672           Vardas9672           7          10          10          10           5           9           2           1           2           3           3           8           7           6           6           1
Pavarde9673           Vardas9673           1           6           9           5           1           5           4           6           3           8          10           3           9           8           5           4
Pavarde9674           Vardas9674           9           4           8          10          10           3           2           4           1           1           4           9           7           5          10          10
Pavarde9675           Vardas9675           7           1           6           5          10           6           1           3           4           5          10           4           5           8           4           9
Pavarde9676           Vardas9676           2          10           9           3           2           9           6           5           6           7           7          10           6           4           8           9
Pavarde9677           Vardas9677          10           3           8          10           5           4           8           6           2           4           6           1           7           5           3           3
Pavarde9678           Vardas9678          10           5           7           7           7           5          10           4           7           9           9           3           5           1           3           4
Pavarde9679           Vardas9679           6           9           5           9          10           4           2           5           7           5           2           4           1          10           6           6
Pavarde9680           Vardas9680           4           8           8           5           5           4           2           4           8           3           9           8           6           7           8           1
Pavarde9681           Vardas9681           9           9           6           4          10           1           4           5           3           7           3           6           2           7           6           7
Pavarde9682           Vardas9682           2           9           4           3           5           7           7           4           7          10           6          10           9           4           6           7
Pavarde9683           Vardas9683           3           6           1           9           5           7           2           2           2           4           8           1           8           1           5           1
Pavarde9684           Vardas9684           1           3           5           6           9           1           6           1           7           2           8           7           3           6           8           1
Pavarde9685           Vardas9685           5           2           2           8           1           6           1           6          10           2           1           4           8           1           7           4
Pavarde9686           Vardas9686           7           2           1           7          10           7           8           7           5           8           8           7           1           3           3           7
Pavarde9687           Vardas9687           4           5          10           7           8           6           7           7           3           3           9           4           7           1           9           6
Pavarde9688           Vardas9688           7           6           9           2           3           8           3           5           3          10           7           9           7           8           6           6
Pavarde9689           Vardas9689           9           1           1           9           6           7           3           2           4          10           6           9           9           5           7           4
Pavarde9690           Vardas9690           6           5           6           5           1           3           6           6           3          10           9          10           1           4           1           6
Pavarde9691           Vardas9691           8           2          10           3           8           3           3          10          10           8           4           5           6           5           1          10
Pavarde9692           Vardas9692           7           3           5           6           5           9           1           8           2           3           1           1           5           7           1           4
Pavarde9693           Vardas9693           9           8           4           1           5           6           6           1           4          10           3           9           2           6           3          10
Pavarde9694           Vardas9694           3           6           1           9           3           8           8           9           1           5          10           1          10          10           2           3
Pavarde9695           Vardas9695           1           8           1           4          10           4           8           3           6           6          10           3          10           3          10          10
Pavarde9696           Vardas9696           8          10           3          10           6           4           4           7           7           5           2           9           5          10           6           5
Pavarde9697           Vardas9697           3           6           7           9           4           9           1           8           2           2          10           9           7           1           1          10
Pavarde9698           Vardas9698           9          10          10           6           4           1           7          10          10           4           6           6           3          10           5           5
Pavarde9699           Vardas9699           5           9           3           1           4           5           1           7           3           2           9           1           3           5           5           9
Pavarde9700           Vardas9700           8           7          10           8           2          10           3           3           9           5           1           3           8           3           5           7
Pavarde9701           Vardas9701           8           6           7           1           6           1           2           4           5           3           3           1           5           7           4           2
Pavarde9702           Vardas9702           2           7          10           9           3           2           4           2           8           8           7           2           2          10           5          10
Pavarde9703           Vardas9703           1           4           6           2           9           6           2           5           6           1           7           9           8           9           5           1
Pavarde9704           Vardas9704           7           9          10           3           8           4           8           3           3          10           2           1           1           3          10           8
Pavarde9705           Vardas9705           2          10           7           2           1          10          10           2           8           5           7           8          10           8           8           6
Pavarde9706           Vardas9706           8           6           8           7           6           7          10           3           8           5           6           8           5           5           7           9
Pavarde9707           Vardas9707           3           1           6           8           8           1           5           7           3           8           6           1           3           9           4          10
Pavarde9708           Vardas9708           2           8           6           5           4           1           1           1           6           8           7           5           9           9           6           9
Pavarde9709           Vardas9709          10           2          10           2           9           7           4           8           5           3           3           7          10           3           8           4
Pavarde9710           Vardas9710           6           4          10           3           4           2          10           9           5           9           4           9           4           8           4           7
Pavarde9711           Vardas9711           1          10          10           6           7           6           4          10           6           8          10           2           3           8           7           5
Pavarde9712           Vardas9712           7           3           9           6           4           8           4           4           5           7           3           7           7          10          10           6
Pavarde9713           Vardas9713           8           1           2           4           1           4           9           9           4           7           9           7           8           5           9           8
Pavarde9714           Vardas9714           9           9           2           6           9          10           2           2          10           8           8          10           2           5           1           6
Pavarde9715           Vardas9715           2           8           2           5           4           3           5           3           2           7           1          10           8           4           2          10
Pavarde9716           Vardas9716           5           9           5           1           1          10           8           4           7           6           9           5           3           2           2           7
Pavarde9717           Vardas9717           1           8           6          10           5          10           7           3          10           8           7           4           8           5           3           1
Pavarde9718           Vardas9718           8           1           9           9           4           6           3           1           6           6           1           9           6           4           7           9
Pavarde9719           Vardas9719           8           4           5           7           5           6           5           2           9           6           5           7           7           8          10           2
Pavarde9720           Vardas9720           4           2          10           7           2           5          10           2           3           4           5           7           6           9           9           6
Pavarde9721           Vardas9721           3           1           4           9           9           7           5           1           2           1           5           6           8           9           6           4
Pavarde9722           Vardas9722           8           7           8           4           4           2           7           7           7           3           9           5           7           6           2           2
Pavarde9723           Vardas9723           5           7          10           4           8           9           3           2           6           1           8           1           6           4           8           1
Pavarde9724           Vardas9724           7           8           9           2           8           8           6           2           7           2           8           8           8           4           4           1
Pavarde9725           Vardas9725           4          10           5           6           9           4           6          10           9          10           1           2           9           9           9           3
Pavarde9726           Vardas9726           1           6           6           9           7           6           1          10           2           2           6           2           1           1           5           3
Pavarde9727           Vardas9727           6           8           9           3           8           7           4           8           3           6           8           5           2          10           2           1
Pavarde9728           Vardas9728           2           9           1           4           3          10           5           7           2           6           6           5           8           7           4           5
Pavarde9729           Vardas9729           4           7           6           1           7           5           3           1           1           6           8           3           8          10           9          10
Pavarde9730           Vardas9730           4           1           8           5           7           4           7           5           9           6           2           1           8           9           1          10
Pavarde9731           Vardas9731           4           3           7           3          10           3           9           7           5           1          10          10           5          10           8           1
Pavarde9732           Vardas9732           8           2           8          10           8          10           8           5           3          10           6           9           8           8           6           5
Pavarde9733           Vardas9733           7          10           7           8           8           6           2           8           2           9           2           8           6           8           1           1
Pavarde9734           Vardas9734           2           9           7           6           8           4           6           2           2           2           8           9           6           3           4           6
Pavarde9735           Vardas9735           6           6           7           1           8           5           2           9           4           4           1           7           7           5           6           5
Pavarde9736           Vardas9736           6           1           7           9           2           5           1          10           2           6          10           9           7           8           1           4
Pavarde9737           Vardas9737          10           3           5           2           3          10           8           3           5           9           2           2          10           4           6          10
Pavarde9738           Vardas9738          10           7           5           5           7           9           6           6           8           4           7           9           7           6           3           2
Pavarde9739           Vardas9739           2           4          10           2           2          10           2           5           1           5           3           8           7           1           2           5
Pavarde9740           Vardas9740           5           1           8           3          10           5           3           2           8           4           4           2           4           3           6           6
Pavarde9741           Vardas9741          10           7           6           6           6          10           1           5           5           4           1           5          10           8           3           7
Pavarde9742           Vardas9742           9           4           2          10           5           3           7           2           4           1           1           3           8           3           9           8
Pavarde9743           Vardas9743           8           9           6          10           3           8           8           7           4           9           3           7           1           9           9           9
Pavarde9744           Vardas9744           8           6           2           9           9           8           5           1           4           6           2           8           3           7           6           5
Pavarde9745           Vardas9745           1           8           7           4           4           9           7           2           8           9           1           1           7           3           6           6
Pavarde9746           Vardas9746           2           2           9           6          10           7           4          10           3          10           9           9           8           5          10          10
Pavarde9747           Vardas9747           1           7           6          10           2           4           6          10           5           4           4          10           8           6           6           2
Pavarde9748           Vardas9748           3          10           8          10           3           4           9           6           4           2           1           8           3           5           1           6
Pavarde9749           Vardas9749           7           5           5           5           3           6           5           5           5           1           8           1           8           2           6           9
