Pavarde                   Vardas         ND1         ND2         ND3         ND4         ND5         ND6         ND7         ND8         ND9        ND10        ND11        ND12        ND13        ND14        ND15        Egz.
Pavarde747             Vardas747           8           1          10           4           7           8           2           8           8           9           1           1           5           4          10           5
Pavarde748             Vardas748           8           2          10           7           1           6           2           7           3           8           2           2           1           2           9           3
Pavarde749             Vardas749           5           8           8           9           8           7           2           9           6           1           4           2           1           4           8           8
Pavarde750             Vardas750           8           3           6           8           4           8           2           3           7           1           2           4           4           9           5           8
Pavarde751             Vardas751           9           9           5           7           9           6           7           5           4           5           4          10           9           2           7           7
Pavarde752             Vardas752           5           3           3           6           7           1           1          10           1           4           6           6           2           2           8           4
Pavarde753             Vardas753           4           1           6          10           6           1          10           9           8           9           4           2           9           5           8           1
Pavarde754             Vardas754           7           1           9           2           1           3           4           9           5           2           6          10           7           9           3           6
Pavarde755             Vardas755           6           2           6           2           8          10           3           5           4           4           3           2           4           8           1           9
Pavarde756             Vardas756          10           8           8           6           3           6           7           7           9           2           2           5           4           5           4           4
Pavarde757             Vardas757          10           5           9          10           7           9           6           3           1           3           3           2           4           7           9           2
Pavarde758             Vardas758           9           2           7          10           8           7           7           6           6           9           4           8           2           8           1          10
Pavarde759             Vardas759           2           5           1           5           1           4           6           1           2           5           3           1           9           2           1           4
Pavarde760             Vardas760          10           7           2           6           8           2           8           5           7           2           6           6           9           8           5           8
Pavarde761             Vardas761           1           4           6           5           7           4           7           2           5           4           7           8           2           2           9           9
Pavarde762             Vardas762           2           1           5           6           2          10           7           4           4          10          10           6           4          10           3           3
Pavarde763             Vardas763           3           2          10           8           1           1           5           5           4           5           1           1           6           1           9           8
Pavarde764             Vardas764           9           9          10           6           1           6           1           2           9           5           5           1           3           4           3           4
Pavarde765             Vardas765           2           9           5           8           8           7          10           5           8           9           6           4           6           6           6           3
Pavarde766             Vardas766           4          10           3           5           6           1           6           4           6           5           8          10           3           2           5           5
Pavarde767             Vardas767           6           8          10           7          10           7          10           1           6           2           8           5           2           2          10           8
Pavarde768             Vardas768           4           1           1           8           6           9           9           3           8          10           6           9           3           2           6          10
Pavarde769             Vardas769           4          10           9           6           6          10           3           1           2           5           2           7           4           7           7           5
Pavarde770             Vardas770           7           2           7           5           9           7           5           6           9           8           8           9           6           8           6           2
Pavarde771             Vardas771           2           1           2           7           2           2           7           3           7           2          10           9           1           4           6           4
Pavarde772             Vardas772          10          10           9           3          10           7           3           4           9           8           3           9           6           4           9           3
Pavarde773             Vardas773           3           9           2           4           4           4           4           9           9           7           1           6           9           9           5           9
Pavarde774             Vardas774           9           8           2           7           2           6           3           1           8           8           6           1           1           1           9           9
Pavarde775             Vardas775           1          10           1           8           1           7           3          10           6           3           6           2           3           1           7           2
Pavarde776             Vardas776           9           8           5           2           4           4          10           7           4           1           8           1           3           2           3           8
Pavarde777             Vardas777           3           2           3           7           8           8           8           4           8           7           5           9           2           4           4           1
Pavarde778             Vardas778           6           4           4           4          10          10           5           2           6           9           7           9           6           1           2           4
Pavarde779             Vardas779           3           1           4           1           1           7           8           9           7          10           8           7           5           2           7           4
Pavarde780             Vardas780           8           6          10           2           2           8           5           8           1           3           1           5           4           5           9           1
Pavarde781             Vardas781           7           7           1           6           2           3           8           9           5           5           1           3           1           9           3           1
Pavarde782             Vardas782           2           6           1           2           6           7           8           6          10           2           3           2           2           8           9           6
Pavarde783             Vardas783           1           4           5           2           6           5          10           4           6           1           5           2           2           4           3           5
Pavarde784             Vardas784           2           9           4           6          10           2           4           1           4           4           2           2          10           2           9           2
Pavarde785             Vardas785           8           6           2           9           3           1           2           2           6           7           8           6           5           3           2          10
Pavarde786             Vardas786           7           3           8           3           6           2          10           8           3           4           4           2           3           4          10           4
Pavarde787             Vardas787          10           7           6           1           8           3           3           6           6           8           7           9           4           5           8           5
Pavarde788             Vardas788           2           6           7           1           1           8           6           8           5          10           1           8           9           8           7           1
Pavarde789             Vardas789           4           6           7           4           9           4           5           8           1           9           6           5           4          10           4           9
Pavarde790             Vardas790           2           9           3           5           3           1           1           2           7          10          10           6           8           3           3           8
Pavarde791             Vardas791           9           2           9           3           5           7           6           6           7           3           9           6           4           1           5           9
Pavarde792             Vardas792           8           5          10           9           4           9          10           7           2           3          10           5           7           7          10           4
Pavarde793             Vardas793           5          10           1           2           1           9           1           4           1           4          10           1          10           3           9           9
Pavarde794             Vardas794           7           4           2           7           7           6           3          10           9           5          10           5           4           5          10           1
Pavarde795             Vardas795           9          10           4           1           3           1           6           5           6           8           1           3           4           5           5           9
Pavarde796             Vardas796           2           8           5           5           2           6           9           6           8           5           6          10           2           9           1           7
Pavarde797             Vardas797           5           2           4           8           4           3          10          10           8           5           1           3           2           4           8          10
Pavarde798             Vardas798           1           6          10           3           4           4           7           4           9           5           8           7           5          10           3           1
Pavarde799             Vardas799           4           8           1           7           5           3           6          10           4           4           2           3           4           1           2           3
Pavarde800             Vardas800           9           6           5           5           7           6          10           6           4           7           7           4           3           1           4          10
Pavarde801             Vardas801           9           9           9           6           8           4           9           5           3           5           7           6           6           5           5           7
Pavarde802             Vardas802           2          10           6           3           7           7          10           9           2           2           1          10           9           4           3          10
Pavarde803             Vardas803           2           6           9           1           9           5           7           6           7           1           6           7           2           1           7           8
Pavarde804             Vardas804           7           3           2           1          10           6           4           4           5           8           2           5           6           4           5           4
Pavarde805             Vardas805           7          10           6           9           1          10           8          10           4           4           5           5          10           8           6           5
Pavarde806             Vardas806           4           1           3           6           7           9           2           4           9          10           9          10           4           2           7           1
Pavarde807             Vardas807           4           3           3           6           6           4           6           8           1           5           7           8           7           1           7          10
Pavarde808             Vardas808           8           5           9           8          10           9           3          10          10           9           1           5           4           8           6           4
Pavarde809             Vardas809           7           1           7           1           5           8          10           7           5           4           7           9           6           1           3           5
Pavarde810             Vardas810           9           9           5           3           4           9           6           2           9          10          10           4           6           1           9          10
Pavarde811             Vardas811           6           4           9           7           7           2           9          10          10           1           1           8           9           6           3           7
Pavarde812             Vardas812           3           8           2           4           5           4          10           2           1           2           7           1           8          10           9           6
Pavarde813             Vardas813           6           9           1           6           2           8           9          10           6           2           2           7           7           3           5           4
Pavarde814             Vardas814           3           3           1           7           8           2           1           7           7           6           1           4           8           6          10           6
Pavarde815             Vardas815           3           8          10           6           1           8           3           8           9           6           8          10           1           4           1           5
Pavarde816             Vardas816           2           8           1          10           3           1           5           3           3           9           3           6           9           6          10           8
Pavarde817             Vardas817           4           8           3           7           2           9           9           8           9           2           5           9           8           2           7           6
Pavarde818             Vardas818           6           9           6           2           2           7          10           1           1           4          10           5           2           4           7           6
Pavarde819             Vardas819           3           2           1           4           9           1           4           5           6           5           6           6           2           6           9           2
Pavarde820             Vardas820           1           2           2          10           1          10           1           6           2           8           1           5           1           3           6           6
Pavarde821             Vardas821           8          10           8           6           1           4           2           6           4           9           4           1          10          10           8           3
Pavarde822             Vardas822           3           5           4           5           4           8           8           5           8           1           9           8           5           9           7           2
Pavarde823             Vardas823           2           4           6           1           4           6           5           2           8           3           5           9           4          10          10           5
Pavarde824             Vardas824           9           3           6           3           4           6           6           9           6           9           1          10          10          10           1           3
Pavarde825             Vardas825           4           6           8           6          10          10           7           9           3           9           2           2           7           9           2          10
Pavarde826             Vardas826           8          10           3           7           1           9           6           7           2          10           7           4          10           2           7           7
Pavarde827             Vardas827           8           3          10           3           7           8           3          10           6           4           3          10           8           1           4           6
Pavarde828             Vardas828           1           9           9           6           4          10           1           7           7           4           4           7           7           9           6           7
Pavarde829             Vardas829           2          10          10           5           4           9           2           6           8           7           3           3           4           6           2           6
Pavarde830             Vardas830           2           4           1           9           8           5           6           4           8           3           7           9           1           7           6           3
Pavarde831             Vardas831           7           4           5           4          10           5           7           1           4           8          10           7           6           8           6           9
Pavarde832             Vardas832           9           5           3           3           2          10           8          10           4           6           6           9           2           7           5          10
Pavarde833             Vardas833           1           8           3           7           5           7           4           5           8           5           8           2           7           8           6           2
Pavarde834             Vardas834          10           8           3           5           9           2           2           1           1           8           3           9           9           2          10           5
Pavarde835             Vardas835           5           5           2           2           5          10           6           6           5          10           6           6           5           4           6           9
Pavarde836             Vardas836           5           1           6           2           6           6           1           2          10           9           6           6           9           3          10           8
Pavarde837             Vardas837           8           8           8           7           7           6           1           9           6           3           7           7          10           2           3           9
Pavarde838             Vardas838           7           5          10           5           6           9           4           8          10           9           6           5           7           2           6           9
Pavarde839             Vardas839           6           2           3           6           1           9           2           3          10           7           9           2           8           4           1           7
Pavarde840             Vardas840           9           2           1           9           4           4           9           6           9           7           1           1           3           7           3          10
Pavarde841             Vardas841           9           5           8           7           2           9           4          10           5           5           3           8           5           7          10           2
Pavarde842             Vardas842           2           3           6          10           4          10           4           8           9           5          10           9           3           4           1           5
Pavarde843             Vardas843           5           3           3           6           4          10           7          10           8          10           9           3           2           5           6           5
Pavarde844             Vardas844           7           9           6           9           8          10           4           4           3           4           8           7           4           4           5           7
Pavarde845             Vardas845           5           3           4           9           7           7           7           7           5           2          10           5           6           2          10          10
Pavarde846             Vardas846           2           6           9           1           2           4           2           1           9           4           3           4           7           8           2           6
Pavarde847             Vardas847           6           5           2           4           6           5          10           1           6           9           7           2           4           6           4           4
Pavarde848             Vardas848           7           2           2           8          10           7           9           7           6           2           1           1           6           8           6           9
Pavarde849             Vardas849           6           3           9           8           3           8           2           3           1           3          10           4          10          10           6          10
Pavarde850             Vardas850           5           8           4           4           4           4           8           2           6           1           9           4           9           9           6          10
Pavarde851             Vardas851           1          10           4           2           9           1           9           7           6           7           4           9           5           1           5           1
Pavarde852             Vardas852           9           5           9           9           3           4           2           2           1           6           6           6           7           8           5           6
Pavarde853             Vardas853           4           1           3           1           5          10           1           8           1           6           9           4           6           6           2           5
Pavarde854             Vardas854           1           2           3           1           7           2           7           1           3           5           2           4           7           4          10          10
Pavarde855             Vardas855           2           4           6           8           7           7           7           5           7           2           3           7           2           9          10           3
Pavarde856             Vardas856           3           2           5           2           7           5           4           9           5           6           7           4           4           8           4           2
Pavarde857             Vardas857           8           5           5           8          10           5           5           9           8           2          10           8           5           6           9           7
Pavarde858             Vardas858           9           5           4           3          10           6          10           3           4           9           6          10           2           2           9           4
Pavarde859             Vardas859           8           4          10           8           5           9           2           3           8           2           3           2           1           5          10           7
Pavarde860             Vardas860           2           7           9           5           9           4           3           7           2           2           7          10           1          10           6           6
Pavarde861             Vardas861           1          10           1           8          10           9           8           6           3           8           4           4           5           3           5          10
Pavarde862             Vardas862           9           8           5          10           1          10          10          10           6           2           7           6           7           6           4           2
Pavarde863             Vardas863           6           5           2           8          10           8           6           8           1           3          10           6           6           8           6           9
Pavarde864             Vardas864           7           6           2           3           4           9           8           9           3           2           1           4           6           4           1           5
Pavarde865             Vardas865           2           5          10           8           3           1           8           4           9           3           4          10           8           4           7           4
Pavarde866             Vardas866           8           3           1           2           2           7           8           7           4           4          10           9           9           4           8           2
Pavarde867             Vardas867           9           1           7           6           2          10           2           1           6          10           9           4           8           7           3           5
Pavarde868             Vardas868           6           6           1          10           1           7           5           8           7           4           1           5           2           4           1           2
Pavarde869             Vardas869           9           9           2           5           7           9           7           5           4           4           5           8           2           5           9           4
Pavarde870             Vardas870           4           4           6           1           6           2           5           7           1          10           9           7          10           3           8           6
Pavarde871             Vardas871           3           1          10           4           5           7           9           2           8           6           2           9           6          10           8           7
Pavarde872             Vardas872           6           6           6           1           1           2          10           2           6           1           9           4           1           9           5           6
Pavarde873             Vardas873           3           3           1           5           2           1           4           3           7          10           4           3           6           5           2           9
Pavarde874             Vardas874           7           1           7           2           6           9           1           1           9           2           1          10           1           8           3           2
Pavarde875             Vardas875           5           5          10           8           9           5           9           7           2           6           9           2          10           5           9           7
Pavarde876             Vardas876           9           1           7           3           7           3           6           5           8           8           7          10           8           5           3           5
Pavarde877             Vardas877           5           5           7           8           7           8           8           3           5           3           1           2           4          10          10           7
Pavarde878             Vardas878           6           9           2           3           3           4           8          10           7           1           1           1           1           7           8           8
Pavarde879             Vardas879           7           8           2           1           4           6           4           4           2          10           9           4           3          10           1           1
Pavarde880             Vardas880           4           7           4           2           9           6           4           5           4           3           8           6           5           2           9           9
Pavarde881             Vardas881           1           6           1           4           5           3           8           7           1           3          10           2           1           9          10           9
Pavarde882             Vardas882           4           2           9           8           3           7           6           3           1           8           2           6           5           3           4           7
Pavarde883             Vardas883           1           7           7           3           6           4           6           6           4           3           6           4           8           4           2           6
Pavarde884             Vardas884           4           5           1           2           9           4          10           8           4           3           7           1           9           7           5           1
Pavarde885             Vardas885          10           4           1           3           6           4           4           2           1           4          10           7           4           4           8           2
Pavarde886             Vardas886           9           7           1           7           9           3           3           5           9           9           6           6           3           6           7           6
Pavarde887             Vardas887           3           3           3           9           2           3           3           6           1           8           4           4           9           1           9           3
Pavarde888             Vardas888           5          10           3           3           6           6           7           7           2           5           8           4           8          10           3           3
Pavarde889             Vardas889           4          10           4           1           2           9           4           6           4           8           2           1          10           9           7           1
Pavarde890             Vardas890           5           1           4           9           9           1           2           5           8          10           2           2           6           4           1           4
Pavarde891             Vardas891          10           7           3           8           2          10           7           5           8           6           9           6           5           9           8           5
Pavarde892             Vardas892           9           8           7           2           2           6          10           9           5           3           4           7           5           8           8           3
Pavarde893             Vardas893           7           7           2           5           1           5           3           7           9           4           8           6           5           5          10           2
Pavarde894             Vardas894           6           1           4           5           4           8           1           4          10          10           9           6           1           6           2           5
Pavarde895             Vardas895           7           8          10           1           1           3           8          10           2           7           7           7           3           1           6           7
Pavarde896             Vardas896           5           9           5           5           8           8           9           5           8          10           9           2           8           1           5           8
Pavarde897             Vardas897          10           2          10           2           7           7           6           5          10          10          10           1           7           6           1           5
Pavarde898             Vardas898          10           6           6           3           1           8           3           3          10          10           9          10           5           4           6           2
Pavarde899             Vardas899           3          10           3           3          10           5           1           1          10           6           8           4           7           1           5          10
Pavarde900             Vardas900           5           9           9           8          10           8           4          10           2           5           8          10           8           4           2          10
Pavarde901             Vardas901           6          10           1           6          10           3           5          10           3           2           4           2           1           3           1           8
Pavarde902             Vardas902           9           4           6           8           1           8           7           5           6           8           6           8           4           7           2           5
Pavarde903             Vardas903          10           2           4           5           8           7           6           1           4          10           2          10           1           3           3           3
Pavarde904             Vardas904           6           9           2           1           6           3           8          10           5           8           4           2           6           2           8           6
Pavarde905             Vardas905           9          10           7           9           8           9           5           4           3           6           3           8           1          10           4           3
Pavarde906             Vardas906          10          10          10           8           3           1           2           8          10           4          10           9           6           8           1           7
Pavarde907             Vardas907           7           6           8           2          10           7           6           4           5           4           8           7           2           1           2           2
Pavarde908             Vardas908           8           4           3           5           3           2           8           5           4           3           7           1           7           9          10           1
Pavarde909             Vardas909           8           5           3           8           1           8           5           1           8           1           5           5           7          10           5           1
Pavarde910             Vardas910          10          10           6           9           3           7           2           2           2           7           1          10           9          10          10           6
Pavarde911             Vardas911           6           3           5           7           3           7           9           9           5           6           4           5           3           1           6           4
Pavarde912             Vardas912           3           5           9           2          10           4           9          10           3           6          10           1           8           9           4           4
Pavarde913             Vardas913           9           4           6           2           5           2           1          10           1           3           5          10           5           9           8           8
Pavarde914             Vardas914           1           6           1           4           4           7           8           1           6           9           5           8           2           1           4          10
Pavarde915             Vardas915           3           4           1           4           7           7           2           3           2           1           8           2           6           2           1          10
Pavarde916             Vardas916           7           7           9           9           2           1           9          10           7           7           4           6           4           4           6           3
Pavarde917             Vardas917           3           8           3           4           3           4           7           1           1           3           3           6           9           5           3           1
Pavarde918             Vardas918          10           7           5           3           9           4           2           6           5           7           7           4           4           6           4           7
Pavarde919             Vardas919           2           2           7           4           7           8           4          10           4          10           9           2           7           2           9           5
Pavarde920             Vardas920           2           4          10           8           8           7           6           4           3           8           7           9           3           1           7           4
Pavarde921             Vardas921           8          10           7           6           8           6           4           4           2           7           2           9           5           4           7           1
Pavarde922             Vardas922           3           3           8           1           8           9           1          10           8           3          10           8           7           4           9          10
Pavarde923             Vardas923           5           3           6           9          10           9           3           7           6           3           6           4           6           9           5           8
Pavarde924             Vardas924           7           4           2           5           6           7           7          10           9           3           2           4           3           1           9           8
Pavarde925             Vardas925           3           4           5           1          10           2           9           5           7           4           4           1           1           6           3           9
Pavarde926             Vardas926           6           8          10           4           9           5          10           2           8          10           1           5           9           1           4           4
Pavarde927             Vardas927           3           3           6          10           3           5           8          10           3           6           7           2           7           1           7           7
Pavarde928             Vardas928           1           1           5           4           8          10           8           9          10           3           9           2           8           2           3           5
Pavarde929             Vardas929          10           4           5           8           1           4           4           9           2           2           8           3           2           7           3           9
Pavarde930             Vardas930           3           3           4           3           3           8           2           3           1           7           2           6           4          10           6           5
Pavarde931             Vardas931           5           3           6           7           8          10           9           5           8           3           1           6           4           8          10           4
Pavarde932             Vardas932           7           6           9           1           3           9           8           9           1           4           7           7           1           6           9           9
Pavarde933             Vardas933           3           9           8           4           9           7           3           8           4           7           8           7           8           4           2          10
Pavarde934             Vardas934           8           3          10           8           9           2           9           4           8           4           4           9           4           6           3           3
Pavarde935             Vardas935           8           8           3           8           3           7           7           4           7           4           5           3           5           4           6           9
Pavarde936             Vardas936           5           3          10           1           6           8          10           9           8           1           2           2          10           7           9           5
Pavarde937             Vardas937           6           8           9           6           1           5           6           8           5           2           4           1           3           3           1           8
Pavarde938             Vardas938           2           5           7           5           5           6          10           4           6           2           6           4           1           8           5           7
Pavarde939             Vardas939           5           5          10           1           3           5           8           1           3           1           6           7           9           3           4           9
Pavarde940             Vardas940           4           3           4           1           9           4           2           3           1           8           3           2           9           6           8           4
Pavarde941             Vardas941          10           5           5           8           5           8           5           6           6           8           7           5           1           8           5           4
Pavarde942             Vardas942           2           7           1           1           3           7           3           7           8           7          10           5           7           2           4           9
Pavarde943             Vardas943          10          10          10           8          10           8           2           8           6           8           8           2           3          10           8           8
Pavarde944             Vardas944           3           7           7          10           4          10           6           4           9           3           5           5           8           3           3           6
Pavarde945             Vardas945           2           4           4           5           6           5           9           7          10           9           1           9           7           3           1           3
Pavarde946             Vardas946           3           1           9          10           4           2           7           6           6           2           3          10           9           8           5           4
